Date,AOS
2016-04-04,32.898799896240234
2016-04-05,32.91161346435547
2016-04-06,33.36921310424805
2016-04-07,32.834632873535156
2016-04-08,32.96294021606445
2016-04-11,32.68069076538086
2016-04-12,32.91161346435547
2016-04-13,33.805397033691406
2016-04-14,33.480384826660156
2016-04-15,33.88238525390625
2016-04-18,34.05771255493164
2016-04-19,33.621517181396484
2016-04-20,33.856719970703125
2016-04-21,34.19455337524414
2016-04-22,34.387001037597656
2016-04-25,33.94224548339844
2016-04-26,34.224491119384766
2016-04-27,33.94998550415039
2016-04-28,33.16932678222656
2016-04-29,33.122135162353516
2016-05-02,33.6926155090332
2016-05-03,33.09638977050781
2016-05-04,32.87763977050781
2016-05-05,32.66318130493164
2016-05-06,33.42667770385742
2016-05-09,33.32802200317383
2016-05-10,33.79985427856445
2016-05-11,33.602542877197266
2016-05-12,33.70977783203125
2016-05-13,33.563941955566406
2016-05-16,33.90708541870117
2016-05-17,33.79985427856445
2016-05-18,34.400352478027344
2016-05-19,34.14299392700195
2016-05-20,34.537601470947266
2016-05-23,34.57193374633789
2016-05-24,35.61423873901367
2016-05-25,35.73004913330078
2016-05-26,35.57991409301758
2016-05-27,35.7472038269043
2016-05-31,35.301124572753906
2016-06-01,35.38260269165039
2016-06-02,35.4683952331543
2016-06-03,35.18101501464844
2016-06-06,35.537025451660156
2016-06-07,35.9616584777832
2016-06-08,36.52786636352539
2016-06-09,36.5535888671875
2016-06-10,35.89303970336914
2016-06-13,35.66570281982422
2016-06-14,35.627105712890625
2016-06-15,35.875877380371094
2016-06-16,35.9616584777832
2016-06-17,36.21903991699219
2016-06-20,36.609371185302734
2016-06-21,36.37344741821289
2016-06-22,36.407752990722656
2016-06-23,37.179840087890625
2016-06-24,35.931644439697266
2016-06-27,35.108089447021484
2016-06-28,35.89303970336914
2016-06-29,36.716583251953125
2016-06-30,37.79320526123047
2016-07-01,37.40715789794922
2016-07-05,37.11549758911133
2016-07-06,37.411460876464844
2016-07-07,37.52299118041992
2016-07-08,38.277896881103516
2016-07-11,38.723995208740234
2016-07-12,39.01566696166992
2016-07-13,38.80120086669922
2016-07-14,38.882694244384766
2016-07-15,39.01566696166992
2016-07-18,39.182952880859375
2016-07-19,38.76688003540039
2016-07-20,38.8483772277832
2016-07-21,38.45376968383789
2016-07-22,38.4151611328125
2016-07-25,38.072017669677734
2016-07-26,40.19950866699219
2016-07-27,40.28982162475586
2016-07-28,40.23822784423828
2016-07-29,39.945796966552734
2016-08-01,39.9070930480957
2016-08-02,39.75657653808594
2016-08-03,40.100608825683594
2016-08-04,40.16081237792969
2016-08-05,40.57363510131836
2016-08-08,40.33283233642578
2016-08-09,40.57363510131836
2016-08-10,40.56935119628906
2016-08-11,40.79296112060547
2016-08-12,40.466148376464844
2016-08-15,40.74566650390625
2016-08-16,40.21242141723633
2016-08-17,40.2468147277832
2016-08-18,40.380123138427734
2016-08-19,40.51344680786133
2016-08-22,40.70265197753906
2016-08-23,41.19289779663086
2016-08-24,40.96926498413086
2016-08-25,41.06818389892578
2016-08-26,40.990779876708984
2016-08-29,41.55411911010742
2016-08-30,41.64442443847656
2016-08-31,41.48960876464844
2016-09-01,41.43800735473633
2016-09-02,41.704627990722656
2016-09-06,41.18859100341797
2016-09-07,41.26599884033203
2016-09-08,41.640132904052734
2016-09-09,39.16743850708008
2016-09-12,39.99740982055664
2016-09-13,39.391048431396484
2016-09-14,39.438358306884766
2016-09-15,40.11350631713867
2016-09-16,39.62326431274414
2016-09-19,40.06190490722656
2016-09-20,40.11350631713867
2016-09-21,40.79296112060547
2016-09-22,41.67022705078125
2016-09-23,41.6616325378418
2016-09-26,41.37351608276367
2016-09-27,42.37118911743164
2016-09-28,42.612003326416016
2016-09-29,42.10456848144531
2016-09-30,42.483001708984375
2016-10-03,42.83992385864258
2016-10-04,43.14094543457031
2016-10-05,43.74728775024414
2016-10-06,44.21603012084961
2016-10-07,42.9775390625
2016-10-10,43.080745697021484
2016-10-11,42.60770034790039
2016-10-12,42.88292694091797
2016-10-13,42.39269256591797
2016-10-14,42.08306884765625
2016-10-17,42.4528923034668
2016-10-18,42.31527328491211
2016-10-19,41.97124481201172
2016-10-20,41.67882537841797
2016-10-21,41.360599517822266
2016-10-24,41.61003112792969
2016-10-25,40.199520111083984
2016-10-26,39.038429260253906
2016-10-27,38.719364166259766
2016-10-28,38.796974182128906
2016-10-31,38.95218276977539
2016-11-01,38.564144134521484
2016-11-02,37.960506439208984
2016-11-03,37.779396057128906
2016-11-04,38.68486785888672
2016-11-07,39.2971305847168
2016-11-08,39.65932083129883
2016-11-09,41.030460357666016
2016-11-10,41.65995407104492
2016-11-11,41.44437026977539
2016-11-14,41.01319885253906
2016-11-15,40.987335205078125
