Date,NRG
2021-05-19,30.247045516967773
2021-05-20,29.982805252075195
2021-05-21,29.789026260375977
2021-05-24,29.736181259155273
2021-05-25,28.846553802490234
2021-05-26,28.925830841064453
2021-05-27,28.48542594909668
2021-05-28,28.31807518005371
2021-06-01,28.423770904541016
2021-06-02,29.084383010864258
2021-06-03,30.203014373779297
2021-06-04,29.8594913482666
2021-06-07,30.396785736083984
2021-06-08,31.75324058532715
2021-06-09,32.29933166503906
2021-06-10,32.08795166015625
2021-06-11,32.854251861572266
2021-06-14,32.66047286987305
2021-06-15,33.03921890258789
2021-06-16,32.5195426940918
2021-06-17,33.814327239990234
2021-06-18,32.405033111572266
2021-06-21,33.391544342041016
2021-06-22,32.88068389892578
2021-06-23,32.42264938354492
2021-06-24,33.05683898925781
2021-06-25,33.90241622924805
2021-06-28,35.972320556640625
2021-06-29,35.01223373413086
2021-06-30,35.49668502807617
2021-07-01,35.69045639038086
2021-07-02,36.47438049316406
2021-07-06,36.10445022583008
2021-07-07,36.47438049316406
2021-07-08,36.21013641357422
2021-07-09,36.96763610839844
2021-07-12,36.36868667602539
2021-07-13,35.778541564941406
2021-07-14,35.76973342895508
2021-07-15,35.44384002685547
2021-07-16,35.70808029174805
2021-07-19,34.36924743652344
2021-07-20,34.74800109863281
2021-07-21,35.34695053100586
2021-07-22,35.79615020751953
2021-07-23,36.11325454711914
2021-07-26,35.857818603515625
2021-07-27,36.24536895751953
2021-07-28,36.738624572753906
2021-07-29,36.75624084472656
2021-07-30,36.609764099121094
2021-08-02,36.48548126220703
2021-08-03,36.9648551940918
2021-08-04,37.05363464355469
2021-08-05,37.2578010559082
2021-08-06,38.962242126464844
2021-08-09,38.962242126464844
2021-08-10,38.30532455444336
2021-08-11,38.33195877075195
2021-08-12,38.22542953491211
2021-08-13,38.74917984008789
2021-08-16,38.243186950683594
2021-08-17,38.402976989746094
2021-08-18,38.198795318603516
2021-08-19,37.87921905517578
2021-08-20,38.53612518310547
2021-08-23,38.84683609008789
2021-08-24,39.0155029296875
2021-08-25,40.48025131225586
2021-08-26,40.08964920043945
2021-08-27,40.00975036621094
2021-08-30,39.734561920166016
2021-08-31,40.542388916015625
2021-09-01,40.293827056884766
2021-09-02,40.542388916015625
2021-09-03,40.3293342590332
2021-09-07,39.832210540771484
2021-09-08,40.22280502319336
2021-09-09,39.70792770385742
2021-09-10,38.589393615722656
2021-09-13,39.13977813720703
2021-09-14,38.962242126464844
2021-09-15,39.086524963378906
2021-09-16,38.17216491699219
2021-09-17,37.35545349121094
2021-09-20,36.538753509521484
2021-09-21,37.13352966308594
2021-09-22,37.4442253112793
2021-09-23,37.9235954284668
2021-09-24,38.13665008544922
2021-09-27,37.55076217651367
2021-09-28,36.74292755126953
2021-09-29,36.822818756103516
2021-09-30,36.24580764770508
2021-10-01,36.09488296508789
2021-10-04,35.80194854736328
2021-10-05,36.30794906616211
2021-10-06,36.34345626831055
2021-10-07,36.62751388549805
2021-10-08,36.74292755126953
2021-10-11,36.29019546508789
2021-10-12,36.3612060546875
2021-10-13,37.248931884765625
2021-10-14,36.911598205566406
2021-10-15,36.592018127441406
2021-10-18,36.21916961669922
2021-10-19,36.06825256347656
2021-10-20,36.769554138183594
2021-10-21,36.3967170715332
2021-10-22,36.60088348388672
2021-10-25,36.858333587646484
2021-10-26,36.38783645629883
2021-10-27,36.02386474609375
2021-10-28,36.27244567871094
2021-10-29,35.69525909423828
2021-11-01,36.205318450927734
2021-11-02,35.38207244873047
2021-11-03,35.793697357177734
2021-11-04,31.820589065551758
2021-11-05,32.46487808227539
2021-11-08,31.883228302001953
2021-11-09,31.221054077148438
2021-11-10,31.292638778686523
2021-11-11,31.417911529541016
