Date,LEN
2014-12-02,40.439510345458984
2014-12-03,40.11883544921875
2014-12-04,39.66816711425781
2014-12-05,39.477500915527344
2014-12-08,39.442840576171875
2014-12-09,39.711509704589844
2014-12-10,37.62278747558594
2014-12-11,37.544769287109375
2014-12-12,36.669437408447266
2014-12-15,36.1234245300293
2014-12-16,35.8114128112793
2014-12-17,37.3627815246582
2014-12-18,37.85679626464844
2014-12-19,37.8481330871582
2014-12-22,37.92612838745117
2014-12-23,37.5967903137207
2014-12-24,37.58811569213867
2014-12-26,37.92612838745117
2014-12-29,38.368133544921875
2014-12-30,38.51547622680664
2014-12-31,38.83614730834961
2015-01-02,38.385475158691406
2015-01-05,38.09079360961914
2015-01-06,37.77011489868164
2015-01-07,39.63350296020508
2015-01-08,40.612850189208984
2015-01-09,40.55218505859375
2015-01-12,40.794857025146484
2015-01-13,40.110172271728516
2015-01-14,39.65950012207031
2015-01-15,36.8167724609375
2015-01-16,37.44078826904297
2015-01-20,36.686771392822266
2015-01-21,37.50145721435547
2015-01-22,37.986793518066406
2015-01-23,37.900115966796875
2015-01-26,38.905479431152344
2015-01-27,38.98355484008789
2015-01-28,38.740665435791016
2015-01-29,40.085227966308594
2015-01-30,38.95752716064453
2015-02-02,38.72330856323242
2015-02-03,39.40860366821289
2015-02-04,40.310760498046875
2015-02-05,40.29341125488281
2015-02-06,41.65532684326172
2015-02-09,42.019676208496094
2015-02-10,42.8350715637207
2015-02-11,42.652896881103516
2015-02-12,43.59843444824219
2015-02-13,43.35554885864258
2015-02-17,43.728553771972656
2015-02-18,43.49433517456055
2015-02-19,43.58109664916992
2015-02-20,43.65047073364258
2015-02-23,43.19939422607422
2015-02-24,44.422523498535156
2015-02-25,43.9627571105957
2015-02-26,43.450958251953125
2015-02-27,43.555049896240234
2015-03-02,43.407596588134766
2015-03-03,42.895790100097656
2015-03-04,43.416263580322266
2015-03-05,43.47697448730469
2015-03-06,42.175785064697266
2015-03-09,42.26255798339844
2015-03-10,41.880855560302734
2015-03-11,41.81146240234375
2015-03-12,42.9911994934082
2015-03-13,42.67892074584961
2015-03-16,42.77433395385742
2015-03-17,42.383975982666016
2015-03-18,43.1300048828125
2015-03-19,43.06929397583008
2015-03-20,43.59843444824219
2015-03-23,42.97385787963867
2015-03-24,43.754581451416016
2015-03-25,43.09530258178711
2015-03-26,42.869773864746094
2015-03-27,43.74589538574219
2015-03-30,44.66541290283203
2015-03-31,44.9429931640625
2015-04-01,44.977684020996094
2015-04-02,46.140079498291016
2015-04-06,45.159847259521484
2015-04-07,44.014801025390625
2015-04-08,44.46588897705078
2015-04-09,43.79793930053711
2015-04-10,43.80661392211914
2015-04-13,43.728553771972656
2015-04-14,44.21432876586914
2015-04-15,44.62202453613281
2015-04-16,43.50302505493164
2015-04-17,42.141090393066406
2015-04-20,41.87196731567383
2015-04-21,42.661991119384766
2015-04-22,42.02824401855469
2015-04-23,40.5610237121582
2015-04-24,40.96905517578125
2015-04-27,40.257164001464844
2015-04-28,40.378700256347656
2015-04-29,40.11825942993164
2015-04-30,39.76231384277344
2015-05-01,40.64784622192383
2015-05-04,40.274539947509766
2015-05-05,39.3455696105957
2015-05-06,39.319541931152344
2015-05-07,40.3439826965332
2015-05-08,41.22951889038086
2015-05-11,40.54365539550781
2015-05-12,40.53498458862305
2015-05-13,40.48289108276367
2015-05-14,41.047203063964844
2015-05-15,41.32500457763672
2015-05-18,42.05428695678711
2015-05-19,42.253963470458984
2015-05-20,42.32341003417969
2015-05-21,42.02824401855469
2015-05-22,42.132423400878906
2015-05-26,41.1513786315918
2015-05-27,40.960391998291016
2015-05-28,41.25556182861328
2015-05-29,40.48289108276367
2015-06-01,40.83017349243164
2015-06-02,40.84751892089844
2015-06-03,41.047203063964844
2015-06-04,40.30057907104492
2015-06-05,40.55233383178711
2015-06-08,40.14430236816406
2015-06-09,40.222434997558594
2015-06-10,40.951690673828125
2015-06-11,40.97774124145508
2015-06-12,41.212154388427734
2015-06-15,41.50732421875
2015-06-16,41.290287017822266
2015-06-17,40.80411911010742
2015-06-18,41.0732536315918
2015-06-19,42.22792434692383
2015-06-22,42.974552154541016
2015-06-23,42.54045486450195
2015-06-24,44.32889175415039
2015-06-25,44.658809661865234
2015-06-26,45.12760925292969
2015-06-29,44.12921905517578
2015-06-30,44.31153106689453
2015-07-01,44.35494613647461
2015-07-02,44.45044708251953
2015-07-06,44.25059509277344
2015-07-07,45.84929275512695
2015-07-08,45.51912307739258
2015-07-09,45.80584716796875
2015-07-10,46.309783935546875
2015-07-13,46.40534591674805
2015-07-14,46.68339157104492
2015-07-15,46.35321807861328
2015-07-16,45.944862365722656
