Date,CTRA
2019-10-25,14.236395835876465
2019-10-28,13.70660400390625
2019-10-29,14.349924087524414
2019-10-30,13.9942045211792
2019-10-31,14.107730865478516
2019-11-01,13.948793411254883
2019-11-04,14.190982818603516
2019-11-05,13.7800931930542
2019-11-06,13.9855375289917
2019-11-07,13.970320701599121
2019-11-08,13.97792911529541
2019-11-11,13.498551368713379
2019-11-12,13.544206619262695
2019-11-13,13.620301246643066
2019-11-14,13.582255363464355
2019-11-15,13.825745582580566
2019-11-18,13.064838409423828
2019-11-19,12.859391212463379
2019-11-20,12.47132682800293
2019-11-21,12.212615966796875
2019-11-22,12.47132682800293
2019-11-25,12.69959831237793
2019-11-26,12.182181358337402
2019-11-27,12.364797592163086
2019-11-29,12.12891674041748
2019-12-02,12.174571990966797
2019-12-03,11.953906059265137
2019-12-04,12.25066089630127
2019-12-05,12.144137382507324
2019-12-06,12.235443115234375
2019-12-09,12.258272171020508
2019-12-10,12.319143295288086
2019-12-11,12.174571990966797
2019-12-12,12.296316146850586
2019-12-13,12.25066089630127
2019-12-16,12.85178279876709
2019-12-17,12.69959831237793
2019-12-18,12.821346282958984
2019-12-19,12.943090438842773
2019-12-20,13.247454643249512
2019-12-23,13.384419441223145
2019-12-24,13.270280838012695
2019-12-26,13.224628448486328
2019-12-27,13.10287857055664
2019-12-30,13.03439998626709
2019-12-31,13.247454643249512
2020-01-02,13.110490798950195
2020-01-03,13.148538589477539
2020-01-06,13.255064964294434
2020-01-07,13.331155776977539
2020-01-08,12.821346282958984
2020-01-09,13.133318901062012
2020-01-10,13.308327674865723
2020-01-13,13.080053329467773
2020-01-14,13.32354736328125
2020-01-15,13.19419002532959
2020-01-16,13.217019081115723
2020-01-17,12.79090690612793
2020-01-21,11.809331893920898
2020-01-22,11.740852355957031
2020-01-23,11.664261817932129
2020-01-24,11.212398529052734
2020-01-27,11.043909072875977
2020-01-28,11.266009330749512
2020-01-29,10.967320442199707
2020-01-30,10.959661483764648
2020-01-31,10.791167259216309
2020-02-03,10.844779968261719
2020-02-04,11.036249160766602
2020-02-05,11.388550758361816
2020-02-06,11.311962127685547
2020-02-07,11.212398529052734
2020-02-10,11.220056533813477
2020-02-11,11.304304122924805
2020-02-12,11.457480430603027
2020-02-13,11.541722297668457
2020-02-14,11.334936141967773
2020-02-18,11.717876434326172
2020-02-19,11.947638511657715
2020-02-20,11.756171226501465
2020-02-21,11.403867721557617
2020-02-24,11.526408195495605
2020-02-25,11.181763648986816
2020-02-26,11.227715492248535
2020-02-27,10.34696102142334
2020-02-28,10.668628692626953
2020-03-02,11.143468856811523
2020-03-03,11.32728099822998
2020-03-04,11.442159652709961
2020-03-05,11.426841735839844
2020-03-06,12.53736400604248
2020-03-09,12.935616493225098
2020-03-10,12.973907470703125
2020-03-11,12.414820671081543
2020-03-12,12.284621238708496
2020-03-13,14.069108963012695
2020-03-16,13.104109764099121
2020-03-17,14.620540618896484
2020-03-18,14.168679237365723
2020-03-19,12.950936317443848
2020-03-20,11.426841735839844
2020-03-23,10.829463005065918
2020-03-24,12.52204418182373
2020-03-25,12.60628890991211
2020-03-26,12.92029857635498
2020-03-27,12.437795639038086
2020-03-30,13.4104585647583
2020-03-31,13.165376663208008
2020-04-01,12.744149208068848
2020-04-02,12.7901029586792
2020-04-03,13.28791618347168
2020-04-06,14.000184059143066
2020-04-07,14.076766967773438
2020-04-08,14.697125434875488
2020-04-09,14.459698677062988
2020-04-13,14.536293029785156
2020-04-14,14.965182304382324
2020-04-15,15.309822082519531
2020-04-16,14.789030075073242
2020-04-17,16.05272674560547
2020-04-20,16.405029296875
2020-04-21,16.10633659362793
2020-04-22,15.868912696838379
2020-04-23,15.348121643066406
2020-04-24,15.654472351074219
2020-04-27,16.152284622192383
2020-04-28,15.731057167053223
2020-04-29,15.907208442687988
2020-04-30,16.55820083618164
2020-05-01,15.485978126525879
2020-05-04,15.516610145568848
2020-05-05,15.61617660522461
2020-05-06,15.011137008666992
