Date,WEC
2012-10-09,24.893871307373047
2012-10-10,24.867795944213867
2012-10-11,24.86128044128418
2012-10-12,24.87432289123535
2012-10-15,25.06987190246582
2012-10-16,25.206764221191406
2012-10-17,25.31105613708496
2012-10-18,25.271944046020508
2012-10-19,25.095947265625
2012-10-22,24.880844116210938
2012-10-23,24.685287475585938
2012-10-24,24.509294509887695
2012-10-25,24.639657974243164
2012-10-26,24.691810607910156
2012-10-31,25.07640266418457
2012-11-01,25.004688262939453
2012-11-02,24.900386810302734
2012-11-05,24.35285186767578
2012-11-06,24.450620651245117
2012-11-07,24.0660343170166
2012-11-08,24.026931762695312
2012-11-09,23.869203567504883
2012-11-12,23.94806671142578
2012-11-13,24.151798248291016
2012-11-14,23.974348068237305
2012-11-15,23.737762451171875
2012-11-16,23.90205955505371
2012-11-19,24.09920883178711
2012-11-20,24.007204055786133
2012-11-21,23.954633712768555
2012-11-23,23.78376579284668
2012-11-26,23.921775817871094
2012-11-27,24.105791091918945
2012-11-28,24.2503719329834
2012-11-29,24.42124366760254
2012-11-30,24.664398193359375
2012-12-03,24.539535522460938
2012-12-04,24.329235076904297
2012-12-05,24.848417282104492
2012-12-06,24.736690521240234
2012-12-07,24.83527374267578
2012-12-10,24.69068717956543
2012-12-11,24.730125427246094
2012-12-12,24.684118270874023
2012-12-13,24.51323890686035
2012-12-14,24.348953247070312
2012-12-17,24.756406784057617
2012-12-18,24.960142135620117
2012-12-19,24.70383071899414
2012-12-20,24.697263717651367
2012-12-21,24.638113021850586
2012-12-24,24.565824508666992
2012-12-26,24.2503719329834
2012-12-27,24.20435905456543
2012-12-28,23.974348068237305
2012-12-31,24.217504501342773
2013-01-02,24.74983787536621
2013-01-03,24.69068717956543
2013-01-04,24.769548416137695
2013-01-07,24.532960891723633
2013-01-08,24.408103942871094
2013-01-09,24.447532653808594
2013-01-10,24.795841217041016
2013-01-11,24.992996215820312
2013-01-14,25.01271629333496
2013-01-15,24.999576568603516
2013-01-16,24.828697204589844
2013-01-17,24.940431594848633
2013-01-18,25.045570373535156
2013-01-22,25.341310501098633
2013-01-23,25.334745407104492
2013-01-24,25.354455947875977
2013-01-25,25.479318618774414
2013-01-28,25.315025329589844
2013-01-29,25.551612854003906
2013-01-30,25.729061126708984
2013-01-31,25.91305923461914
2013-02-01,26.15622901916504
2013-02-04,26.024776458740234
2013-02-05,26.09050750732422
2013-02-06,26.103652954101562
2013-02-07,26.287668228149414
2013-02-08,26.327098846435547
2013-02-11,26.379671096801758
2013-02-12,26.465839385986328
2013-02-13,26.406190872192383
2013-02-14,26.14769172668457
2013-02-15,26.366424560546875
2013-02-19,26.651418685913086
2013-02-20,26.598398208618164
2013-02-21,26.59177589416504
2013-02-22,26.757463455200195
2013-02-25,26.651418685913086
2013-02-26,26.797237396240234
2013-02-27,27.015968322753906
2013-02-28,27.373870849609375
2013-03-01,27.380516052246094
2013-03-04,27.665529251098633
2013-03-05,27.77817726135254
2013-03-06,27.526329040527344
2013-03-07,27.234695434570312
2013-03-08,27.433536529541016
2013-03-11,27.592615127563477
2013-03-12,27.526329040527344
2013-03-13,27.49318504333496
2013-03-14,27.446788787841797
2013-03-15,27.420276641845703
2013-03-18,27.267831802368164
2013-03-19,27.234695434570312
2013-03-20,27.466672897338867
2013-03-21,27.41364860534668
2013-03-22,27.526329040527344
2013-03-25,27.400392532348633
2013-03-26,27.745054244995117
2013-03-27,27.824588775634766
2013-03-28,28.427743911743164
2013-04-01,28.209014892578125
2013-04-02,28.23552894592285
2013-04-03,28.169252395629883
2013-04-04,28.2686767578125
2013-04-05,28.401233673095703
2013-04-08,28.6265869140625
2013-04-09,28.513912200927734
2013-04-10,28.633211135864258
2013-04-11,28.633211135864258
2013-04-12,28.891706466674805
2013-04-15,28.387971878051758
2013-04-16,28.65973663330078
2013-04-17,28.368093490600586
2013-04-18,28.487401962280273
2013-04-19,28.904966354370117
2013-04-22,28.891706466674805
2013-04-23,29.024272918701172
2013-04-24,29.156824111938477
2013-04-25,29.256256103515625
2013-04-26,29.183340072631836
2013-04-29,29.468339920043945
2013-04-30,29.786495208740234
2013-05-01,29.388816833496094
2013-05-02,29.355674743652344
2013-05-03,29.514751434326172
2013-05-06,29.024272918701172
2013-05-07,29.30264663696289
2013-05-08,29.0507869720459
2013-05-09,28.58681297302246
2013-05-10,28.807275772094727
2013-05-13,28.560102462768555
2013-05-14,28.76051902770996
2013-05-15,29.094554901123047
2013-05-16,28.894126892089844
2013-05-17,29.19476318359375
2013-05-20,28.900806427001953
2013-05-21,29.061141967773438
2013-05-22,28.62690544128418
2013-05-23,28.33294105529785
2013-05-24,28.04567527770996
2013-05-28,28.018957138061523
2013-05-29,27.317474365234375
2013-05-30,27.42436981201172
2013-05-31,27.264039993286133
2013-06-03,27.417688369750977
2013-06-04,27.27071189880371
2013-06-05,26.976762771606445
2013-06-06,27.364242553710938
2013-06-07,27.56466293334961
2013-06-10,27.471128463745117
2013-06-11,27.317474365234375
2013-06-12,26.976762771606445
2013-06-13,27.517902374267578
2013-06-14,27.511213302612305
2013-06-17,27.664880752563477
2013-06-18,27.79180908203125
2013-06-19,27.05025291442871
2013-06-20,26.17506980895996
2013-06-21,26.52915382385254
2013-06-24,26.602638244628906
2013-06-25,26.90327262878418
2013-06-26,27.183868408203125
2013-06-27,27.377613067626953
2013-06-28,27.3842830657959
2013-07-01,26.9166316986084
2013-07-02,27.00348472595215
2013-07-03,26.923322677612305
2013-07-05,26.90327262878418
2013-07-08,27.290767669677734
2013-07-09,27.63814926147461
2013-07-10,27.885351181030273
2013-07-11,28.23273468017578
2013-07-12,28.379716873168945
2013-07-15,28.793909072875977
2013-07-16,28.633577346801758
2013-07-17,28.606857299804688
2013-07-18,28.940893173217773
2013-07-19,28.907489776611328
2013-07-22,29.01438331604004
2013-07-23,29.15467643737793
2013-07-24,28.733789443969727
2013-07-25,29.007705688476562
2013-07-26,29.114587783813477
2013-07-29,28.934219360351562
2013-07-30,29.168041229248047
2013-07-31,29.047786712646484
2013-08-01,29.288288116455078
2013-08-02,29.38850212097168
2013-08-05,29.17471694946289
2013-08-06,29.04110336303711
2013-08-07,29.094554901123047
2013-08-08,29.067825317382812
2013-08-09,28.940893173217773
2013-08-12,28.841808319091797
2013-08-13,28.61937713623047
2013-08-14,28.43739891052246
2013-08-15,28.039714813232422
2013-08-16,27.790319442749023
2013-08-19,27.574634552001953
2013-08-20,27.74314308166504
2013-08-21,27.345470428466797
2013-08-22,27.54766845703125
2013-08-23,27.83076286315918
2013-08-26,27.433086395263672
2013-08-27,27.44657325744629
2013-08-28,27.608335494995117
2013-08-29,27.493757247924805
2013-08-30,27.662254333496094
2013-09-03,27.183687210083008
