Date,NEM
2018-05-10,32.27269744873047
2018-05-11,32.248756408691406
2018-05-14,32.248756408691406
2018-05-15,31.546127319335938
2018-05-16,31.689836502075195
2018-05-17,31.42635726928711
2018-05-18,31.26667022705078
2018-05-21,31.434345245361328
2018-05-22,30.971254348754883
2018-05-23,31.61000633239746
2018-05-24,31.913410186767578
2018-05-25,31.490234375
2018-05-29,31.083038330078125
2018-05-30,31.290630340576172
2018-05-31,31.083038330078125
2018-06-01,30.851491928100586
2018-06-04,30.540098190307617
2018-06-05,30.779634475708008
2018-06-06,30.979969024658203
2018-06-07,30.915857315063477
2018-06-08,30.755592346191406
2018-06-11,30.907838821411133
2018-06-12,31.084142684936523
