Date,SYK
2012-12-04,46.4068717956543
2012-12-05,46.415409088134766
2012-12-06,46.4068717956543
2012-12-07,46.594730377197266
2012-12-10,46.78257369995117
2012-12-11,47.653499603271484
2012-12-12,47.926719665527344
2012-12-13,47.97794723510742
2012-12-14,47.627891540527344
2012-12-17,47.95234680175781
2012-12-18,48.11458206176758
2012-12-19,47.781578063964844
2012-12-20,48.302425384521484
2012-12-21,47.70471954345703
2012-12-24,47.70471954345703
2012-12-26,47.32903289794922
2012-12-27,47.32475662231445
2012-12-28,46.71559524536133
2012-12-31,47.033042907714844
2013-01-02,47.942481994628906
2013-01-03,48.16554260253906
2013-01-04,48.67172622680664
2013-01-07,48.963443756103516
2013-01-08,48.87763977050781
2013-01-09,50.08736038208008
2013-01-10,50.48201370239258
2013-01-11,50.48201370239258
2013-01-14,50.50776290893555
2013-01-15,51.09973907470703
2013-01-16,50.98821258544922
2013-01-17,52.00918197631836
2013-01-18,52.80707550048828
2013-01-22,52.9443359375
2013-01-23,53.08161926269531
2013-01-24,54.43718338012695
2013-01-25,54.52297592163086
2013-01-28,54.72032165527344
2013-01-29,54.737457275390625
2013-01-30,54.37712478637695
2013-01-31,53.75082015991211
2013-02-01,54.08541488647461
2013-02-04,53.45053482055664
2013-02-05,53.879512786865234
2013-02-06,54.102577209472656
2013-02-07,54.0940055847168
2013-02-08,54.72032165527344
2013-02-11,54.823272705078125
2013-02-12,54.917633056640625
2013-02-13,54.806095123291016
2013-02-14,54.92619705200195
2013-02-15,54.78037643432617
2013-02-19,54.643089294433594
2013-02-20,54.119747161865234
2013-02-21,53.3390007019043
2013-02-22,53.793724060058594
2013-02-25,53.27036666870117
2013-02-26,53.85378646850586
2013-02-27,54.61733627319336
2013-02-28,54.806095123291016
2013-03-01,55.68122863769531
2013-03-04,55.82706832885742
2013-03-05,56.62498092651367
2013-03-06,56.59062576293945
2013-03-07,56.110191345214844
2013-03-08,56.384735107421875
2013-03-11,56.813720703125
2013-03-12,57.30274963378906
2013-03-13,57.208377838134766
2013-03-14,57.319908142089844
2013-03-15,56.56492233276367
2013-03-18,55.5782585144043
2013-03-19,55.569679260253906
2013-03-20,56.08445358276367
2013-03-21,55.37236022949219
2013-03-22,55.39809036254883
2013-03-25,55.37236022949219
2013-03-26,55.87633514404297
2013-03-27,55.88493728637695
2013-03-28,56.203704833984375
2013-04-01,56.281227111816406
2013-04-02,56.479373931884766
2013-04-03,56.21230697631836
2013-04-04,56.50520706176758
2013-04-05,55.996944427490234
2013-04-08,56.324310302734375
2013-04-09,57.151329040527344
2013-04-10,57.49592971801758
2013-04-11,57.590694427490234
2013-04-12,57.28917694091797
2013-04-15,56.24677276611328
2013-04-16,56.065853118896484
2013-04-17,55.480045318603516
2013-04-18,54.87699890136719
2013-04-19,55.721248626708984
2013-04-22,55.26466369628906
2013-04-23,55.945255279541016
2013-04-24,55.764320373535156
2013-04-25,56.54828643798828
2013-04-26,56.04862976074219
2013-04-29,56.56551742553711
2013-04-30,56.49660873413086
2013-05-01,56.255393981933594
2013-05-02,56.66887664794922
2013-05-03,57.142723083496094
2013-05-06,57.09965133666992
2013-05-07,57.19440460205078
2013-05-08,57.24607467651367
2013-05-09,57.72854232788086
2013-05-10,58.76231384277344
2013-05-13,59.098297119140625
2013-05-14,59.62382125854492
2013-05-15,59.81333923339844
2013-05-16,59.49457931518555
2013-05-17,59.356746673583984
2013-05-20,59.21027374267578
2013-05-21,59.649658203125
2013-05-22,58.32294845581055
2013-05-23,57.926673889160156
2013-05-24,57.71131134033203
2013-05-28,58.50386428833008
2013-05-29,57.91804885864258
2013-05-30,58.02143478393555
2013-05-31,57.19440460205078
2013-06-03,57.98699188232422
2013-06-04,57.46147918701172
2013-06-05,56.62583541870117
2013-06-06,57.1685791015625
2013-06-07,57.84914779663086
2013-06-10,57.9352912902832
2013-06-11,57.57345199584961
2013-06-12,57.17717361450195
2013-06-13,58.340179443359375
2013-06-14,57.90082931518555
2013-06-17,58.417724609375
2013-06-18,58.297115325927734
2013-06-19,57.24607467651367
2013-06-20,55.78156280517578
2013-06-21,56.51382827758789
2013-06-24,55.79018783569336
2013-06-25,55.902156829833984
2013-06-26,55.958396911621094
2013-06-27,55.984344482421875
2013-06-28,55.94975280761719
2013-07-01,55.733497619628906
2013-07-02,55.638328552246094
2013-07-03,55.53451919555664
2013-07-05,56.42550277709961
2013-07-08,57.23863220214844
2013-07-09,57.15214538574219
2013-07-10,57.39433288574219
2013-07-11,58.28531265258789
2013-07-12,58.328548431396484
2013-07-15,59.01192855834961
2013-07-16,59.401187896728516
2013-07-17,60.006717681884766
2013-07-18,60.551673889160156
2013-07-19,61.312889099121094
2013-07-22,61.38209915161133
2013-07-23,61.4599494934082
2013-07-24,61.26964569091797
2013-07-25,61.30425262451172
2013-07-26,61.36481857299805
