Date,BEN
2013-04-01,30.443233489990234
2013-04-02,30.63033103942871
2013-04-03,29.690732955932617
2013-04-04,30.349666595458984
2013-04-05,30.11374855041504
2013-04-08,30.398483276367188
2013-04-09,30.86014747619629
2013-04-10,31.56180191040039
2013-04-11,31.728551864624023
2013-04-12,31.578060150146484
2013-04-15,30.54898452758789
2013-04-16,31.077760696411133
2013-04-17,30.062908172607422
2013-04-18,29.43448257446289
2013-04-19,29.861572265625
2013-04-22,30.146305084228516
2013-04-23,30.870309829711914
2013-04-24,31.006576538085938
2013-04-25,31.342138290405273
2013-04-26,31.240455627441406
2013-04-29,31.49874496459961
2013-04-30,31.45399284362793
2013-05-01,31.24249267578125
2013-05-02,31.118436813354492
2013-05-03,31.80990219116211
2013-05-06,32.084468841552734
2013-05-07,32.29393768310547
2013-05-08,32.62543869018555
2013-05-09,32.40375518798828
2013-05-10,32.786109924316406
2013-05-13,33.16844940185547
2013-05-14,34.047027587890625
2013-05-15,33.8802604675293
2013-05-16,33.750091552734375
2013-05-17,34.23210144042969
2013-05-20,34.13651657104492
2013-05-21,33.60367965698242
2013-05-22,33.282344818115234
2013-05-23,32.95491027832031
2013-05-24,33.137943267822266
2013-05-28,33.518253326416016
2013-05-29,32.93864822387695
2013-05-30,32.792213439941406
2013-05-31,31.484500885009766
2013-06-03,31.620756149291992
2013-06-04,31.37468147277832
2013-06-05,30.199172973632812
2013-06-06,30.40660858154297
2013-06-07,30.59982681274414
2013-06-10,30.587621688842773
2013-06-11,29.91850471496582
2013-06-12,29.14365577697754
2013-06-13,29.91648292541504
2013-06-14,29.92258071899414
2013-06-17,29.951059341430664
2013-06-18,30.693370819091797
2013-06-19,29.584997177124023
2013-06-20,28.005674362182617
2013-06-21,27.922121047973633
2013-06-24,27.302627563476562
2013-06-25,27.971027374267578
2013-06-26,27.99752426147461
2013-06-27,28.31134605407715
2013-06-28,27.718351364135742
2013-07-01,28.235950469970703
2013-07-02,28.170738220214844
2013-07-03,28.113676071166992
2013-07-05,27.907861709594727
2013-07-08,27.966951370239258
2013-07-09,28.419353485107422
2013-07-10,27.913972854614258
2013-07-11,28.51512908935547
2013-07-12,29.240596771240234
2013-07-15,29.42806053161621
2013-07-16,29.527923583984375
2013-07-17,29.817289352416992
2013-07-18,29.7785701751709
2013-07-19,29.717435836791992
2013-07-22,30.324695587158203
2013-07-23,30.07813262939453
2013-07-24,29.813207626342773
2013-07-25,29.334331512451172
2013-07-26,29.748003005981445
2013-07-29,29.393436431884766
2013-07-30,29.790802001953125
2013-07-31,29.882509231567383
2013-08-01,30.573320388793945
2013-08-02,30.499967575073242
2013-08-05,30.616113662719727
2013-08-06,30.20651626586914
2013-08-07,30.20039939880371
2013-08-08,30.261537551879883
2013-08-09,30.145370483398438
2013-08-12,29.625732421875
2013-08-13,30.016998291015625
2013-08-14,29.748003005981445
2013-08-15,28.916576385498047
2013-08-16,28.537538528442383
2013-08-19,28.305225372314453
2013-08-20,28.635356903076172
2013-08-21,28.396928787231445
2013-08-22,29.191679000854492
2013-08-23,28.714845657348633
2013-08-26,28.678159713745117
2013-08-27,27.632766723632812
