Date,RMD
2017-03-16,65.1651611328125
2017-03-17,65.4942855834961
2017-03-20,65.19255828857422
2017-03-21,64.65319061279297
2017-03-22,65.17428588867188
2017-03-23,65.19255828857422
2017-03-24,65.43026733398438
2017-03-27,65.53082275390625
2017-03-28,65.78678894042969
2017-03-29,66.26219177246094
2017-03-30,65.38452911376953
2017-03-31,65.79595184326172
2017-04-03,65.25657653808594
2017-04-04,64.49775695800781
2017-04-05,63.318443298339844
2017-04-06,63.12644577026367
2017-04-07,63.108154296875
2017-04-10,63.06243896484375
2017-04-11,63.47384262084961
2017-04-12,62.541358947753906
2017-04-13,62.27621841430664
2017-04-17,63.309288024902344
2017-04-18,62.7607536315918
2017-04-19,63.172157287597656
2017-04-20,63.64754104614258
2017-04-21,63.848670959472656
2017-04-24,64.67145538330078
2017-04-25,64.85432434082031
2017-04-26,65.59481811523438
2017-04-27,66.6004638671875
2017-04-28,62.157371520996094
2017-05-01,63.00757598876953
2017-05-02,63.80296325683594
2017-05-03,63.035011291503906
2017-05-04,63.080718994140625
2017-05-05,63.43728256225586
2017-05-08,62.669342041015625
2017-05-09,61.971168518066406
2017-05-10,62.65095901489258
2017-05-11,62.40293502807617
2017-05-12,62.79795455932617
2017-05-15,63.28482437133789
2017-05-16,62.9081916809082
2017-05-17,62.154903411865234
2017-05-18,62.007930755615234
2017-05-19,62.83467483520508
2017-05-22,63.854373931884766
2017-05-23,63.93701934814453
2017-05-24,64.2402114868164
2017-05-25,64.35045623779297
2017-05-26,64.36882019042969
2017-05-30,64.30449676513672
2017-05-31,65.31501007080078
2017-06-01,66.04989624023438
2017-06-02,66.10501861572266
2017-06-05,66.83075714111328
2017-06-06,66.64701080322266
2017-06-07,67.35436248779297
2017-06-08,67.3084487915039
2017-06-09,67.50135803222656
2017-06-12,67.09717559814453
2017-06-13,69.04467010498047
2017-06-14,69.21923828125
2017-06-15,69.97249603271484
2017-06-16,70.82684326171875
2017-06-19,72.48955535888672
2017-06-20,72.08535766601562
2017-06-21,72.01184844970703
2017-06-22,71.31368255615234
2017-06-23,72.05780029296875
2017-06-26,71.36882781982422
2017-06-27,70.75334167480469
2017-06-28,70.8911361694336
2017-06-29,70.817626953125
2017-06-30,71.53416442871094
2017-07-03,71.46067810058594
2017-07-05,70.8084716796875
2017-07-06,69.85307312011719
2017-07-07,70.5696029663086
2017-07-10,70.5696029663086
2017-07-11,70.21131896972656
2017-07-12,70.82684326171875
2017-07-13,70.84519958496094
2017-07-14,71.27696990966797
2017-07-17,71.30452728271484
2017-07-18,71.21266174316406
2017-07-19,71.70870971679688
2017-07-20,71.6811752319336
2017-07-21,70.73497009277344
2017-07-24,70.90950775146484
2017-07-25,71.35965728759766
2017-07-26,71.34125518798828
2017-07-27,71.15756225585938
2017-07-28,71.09321594238281
2017-07-31,70.84519958496094
2017-08-01,71.1759033203125
2017-08-02,66.61027526855469
2017-08-03,67.47380828857422
2017-08-04,68.98035430908203
2017-08-07,68.94361877441406
2017-08-08,68.34651184082031
2017-08-09,68.08928680419922
2017-08-10,66.71133422851562
2017-08-11,66.65619659423828
2017-08-14,67.62998962402344
2017-08-15,66.86384582519531
2017-08-16,67.10384368896484
2017-08-17,67.18692016601562
