Date,APH
2015-10-21,11.46542739868164
2015-10-22,11.840559005737305
2015-10-23,12.170219421386719
2015-10-26,12.23842716217041
2015-10-27,12.27480411529541
2015-10-28,12.374839782714844
2015-10-29,12.368016242980957
2015-10-30,12.327093124389648
2015-11-02,12.520344734191895
2015-11-03,12.477147102355957
2015-11-04,12.488513946533203
2015-11-05,12.436223030090332
2015-11-06,12.543079376220703
2015-11-09,12.481696128845215
2015-11-10,12.37710952758789
2015-11-11,12.443048477172852
2015-11-12,12.256613731384277
2015-11-13,12.049724578857422
2015-11-16,12.397571563720703
2015-11-17,12.247518539428711
2015-11-18,12.458958625793457
2015-11-19,12.408941268920898
2015-11-20,12.443048477172852
2015-11-23,12.590824127197266
2015-11-24,12.433952331542969
2015-11-25,12.449868202209473
2015-11-27,12.49533462524414
2015-11-30,12.51579475402832
2015-12-01,12.615833282470703
2015-12-02,12.411213874816895
2015-12-03,12.190683364868164
2015-12-04,12.456683158874512
2015-12-07,12.438498497009277
2015-12-08,12.352105140686035
2015-12-09,12.252067565917969
2015-12-10,12.177044868469238
2015-12-11,11.992403984069824
2015-12-14,12.042552947998047
2015-12-15,11.951373100280762
2015-12-16,12.051671028137207
2015-12-17,12.019759178161621
2015-12-18,11.771294593811035
2015-12-21,11.87614631652832
2015-12-22,12.088140487670898
2015-12-23,12.20439624786377
2015-12-24,12.177040100097656
2015-12-28,12.120052337646484
2015-12-29,12.183879852294922
2015-12-30,12.065345764160156
2015-12-31,11.905783653259277
2016-01-04,11.595768928527832
2016-01-05,11.465839385986328
2016-01-06,11.194580078125
2016-01-07,10.791112899780273
2016-01-08,10.629266738891602
2016-01-11,10.547204971313477
2016-01-12,10.811626434326172
2016-01-13,10.611030578613281
2016-01-14,10.647502899169922
2016-01-15,10.369404792785645
2016-01-19,10.353447914123535
2016-01-20,10.601910591125488
2016-01-21,10.89140796661377
2016-01-22,11.10112190246582
2016-01-25,10.982588768005371
2016-01-26,11.073769569396973
2016-01-27,11.030455589294434
2016-01-28,11.046415328979492
2016-01-29,11.29943561553955
2016-02-01,11.36782169342041
2016-02-02,11.215096473693848
2016-02-03,11.18090534210205
2016-02-04,11.29943561553955
2016-02-05,11.294878005981445
2016-02-08,11.164948463439941
2016-02-09,11.178624153137207
2016-02-10,11.333627700805664
