Date,EBAY
2021-11-16,70.38737487792969
2021-11-17,68.05935668945312
2021-11-18,69.30220794677734
2021-11-19,69.21873474121094
2021-11-22,68.23558044433594
2021-11-23,66.45480346679688
2021-11-24,67.3915786743164
2021-11-26,67.21534729003906
2021-11-29,65.43457794189453
2021-11-30,62.7286491394043
2021-12-01,62.12425994873047
2021-12-02,62.74726486206055
2021-12-03,62.34742736816406
2021-12-06,61.43613815307617
2021-12-07,62.51478958129883
2021-12-08,62.44969940185547
2021-12-09,61.9289665222168
2021-12-10,62.198638916015625
2021-12-13,62.012657165527344
2021-12-14,61.23157501220703
2021-12-15,61.008392333984375
2021-12-16,59.54852294921875
2021-12-17,59.539222717285156
2021-12-20,59.31606674194336
2021-12-21,59.24166488647461
2021-12-22,59.45553207397461
2021-12-23,60.33889389038086
2021-12-27,61.054908752441406
2021-12-28,61.4454460144043
2021-12-29,61.79878616333008
2021-12-30,62.096343994140625
2021-12-31,61.83599090576172
2022-01-03,62.11494827270508
2022-01-04,60.57136154174805
2022-01-05,59.96696090698242
2022-01-06,62.12425994873047
2022-01-07,61.668609619140625
2022-01-10,60.041343688964844
2022-01-11,61.770896911621094
2022-01-12,59.80887985229492
2022-01-13,58.84182357788086
2022-01-14,58.99989318847656
2022-01-18,57.2889518737793
2022-01-19,57.92125701904297
2022-01-20,56.45206832885742
2022-01-21,55.364131927490234
2022-01-24,55.475711822509766
2022-01-25,54.09951400756836
2022-01-26,53.662479400634766
2022-01-27,52.72331237792969
2022-01-28,53.50440216064453
2022-01-31,55.856956481933594
2022-02-01,56.23820495605469
2022-02-02,54.434261322021484
2022-02-03,53.1789436340332
2022-02-04,55.13166427612305
2022-02-07,54.583045959472656
2022-02-08,55.54080581665039
2022-02-09,56.35908889770508
2022-02-10,54.685333251953125
2022-02-11,54.28547668457031
2022-02-14,54.09951400756836
2022-02-15,55.726776123046875
2022-02-16,53.606685638427734
2022-02-17,51.8492431640625
2022-02-18,51.57027816772461
2022-02-22,51.28202438354492
2022-02-23,50.76130294799805
2022-02-24,51.55168533325195
2022-02-25,50.770606994628906
2022-02-28,50.76130294799805
2022-03-01,50.53813552856445
2022-03-02,51.226234436035156
2022-03-03,50.60322189331055
2022-03-04,51.756248474121094
2022-03-07,51.00306701660156
2022-03-08,49.571075439453125
2022-03-09,49.543060302734375
2022-03-10,48.889461517333984
2022-03-11,46.741912841796875
2022-03-14,48.637351989746094
2022-03-15,50.36473083496094
2022-03-16,51.139713287353516
2022-03-17,51.98006057739258
2022-03-18,52.30686569213867
2022-03-21,51.653263092041016
2022-03-22,52.05476379394531
2022-03-23,51.91470718383789
2022-03-24,53.43666076660156
2022-03-25,53.614070892333984
2022-03-28,54.88393020629883
2022-03-29,56.21915054321289
2022-03-30,55.42548370361328
2022-03-31,53.46467208862305
2022-04-01,53.88485336303711
2022-04-04,52.969810485839844
2022-04-05,52.661678314208984
2022-04-06,50.532798767089844
2022-04-07,50.775569915771484
2022-04-08,51.382484436035156
2022-04-11,51.25176239013672
2022-04-12,50.64484786987305
2022-04-13,51.466522216796875
2022-04-14,50.560821533203125
2022-04-18,50.94364547729492
2022-04-19,51.51320266723633
2022-04-20,51.223758697509766
2022-04-21,51.139713287353516
2022-04-22,49.64577102661133
2022-04-25,50.075286865234375
2022-04-26,49.58041000366211
2022-04-27,48.609336853027344
2022-04-28,50.205997467041016
2022-04-29,48.47861862182617
2022-05-02,49.62709426879883
2022-05-03,49.91655349731445
2022-05-04,50.81291580200195
2022-05-05,44.855796813964844
2022-05-06,45.574764251708984
2022-05-09,45.99493408203125
2022-05-10,45.36933898925781
2022-05-11,43.492576599121094
2022-05-12,43.10041046142578
2022-05-13,43.55793380737305
2022-05-16,42.10133361816406
2022-05-17,43.810028076171875
2022-05-18,41.961265563964844
2022-05-19,41.662479400634766
2022-05-20,41.37302780151367
2022-05-23,42.1947021484375
2022-05-24,41.251651763916016
2022-05-25,41.83988952636719
2022-05-26,43.389862060546875
2022-05-27,45.58409881591797
2022-05-31,45.64975357055664
2022-06-01,44.05524826049805
2022-06-02,44.805606842041016
2022-06-03,44.16780471801758
2022-06-06,44.71181106567383
2022-06-07,44.56173324584961
2022-06-08,44.72119140625
2022-06-09,43.792625427246094
2022-06-10,41.53217697143555
2022-06-13,40.26595687866211
2022-06-14,39.93767547607422
2022-06-15,40.809959411621094
2022-06-16,38.530757904052734
2022-06-17,39.590633392333984
2022-06-21,39.66566848754883
2022-06-22,40.45354080200195
2022-06-23,40.30347442626953
2022-06-24,42.835914611816406
2022-06-27,41.625980377197266
2022-06-28,40.003326416015625
2022-06-29,40.02208709716797
2022-06-30,39.084136962890625
2022-07-01,40.228431701660156
2022-07-05,41.20389175415039
2022-07-06,41.00693893432617
2022-07-07,41.10072326660156
2022-07-08,40.462921142578125
2022-07-11,40.172157287597656
2022-07-12,40.51919937133789
2022-07-13,39.85325622558594
2022-07-14,39.42180252075195
2022-07-15,40.90375518798828
2022-07-18,40.88500213623047
2022-07-19,42.56392288208008
2022-07-20,43.323646545410156
2022-07-21,43.75511169433594
2022-07-22,43.78324508666992
2022-07-25,43.67069625854492
2022-07-26,42.826541900634766
2022-07-27,44.252220153808594
2022-07-28,45.21830368041992
2022-07-29,45.612239837646484
2022-08-01,45.90299987792969
2022-08-02,45.42464828491211
2022-08-03,47.34743118286133
2022-08-04,44.89939498901367
2022-08-05,44.34600830078125
2022-08-08,44.6555290222168
2022-08-09,45.02132797241211
2022-08-10,45.49030303955078
2022-08-11,45.55596160888672
2022-08-12,46.37196731567383
2022-08-15,45.65913391113281
2022-08-16,46.428260803222656
2022-08-17,45.55596160888672
2022-08-18,45.5278205871582
2022-08-19,44.149051666259766
2022-08-22,42.57329559326172
2022-08-23,42.61081314086914
2022-08-24,42.70460891723633
2022-08-25,43.69882583618164
2022-08-26,41.76666259765625
2022-08-29,41.70100784301758
2022-08-30,41.69163131713867
2022-08-31,41.59736633300781
2022-09-01,42.20063781738281
2022-09-02,41.57851791381836
2022-09-06,40.569923400878906
2022-09-07,42.09695053100586
2022-09-08,41.710487365722656
2022-09-09,42.51169967651367
2022-09-12,42.907596588134766
2022-09-13,40.33427429199219
2022-09-14,40.12689208984375
2022-09-15,40.21173095703125
2022-09-16,39.58961486816406
2022-09-19,38.97690963745117
2022-09-20,37.61013412475586
2022-09-21,36.695796966552734
2022-09-22,36.10195541381836
2022-09-23,35.99826431274414
2022-09-26,35.94172286987305
